item,available,title,link,category,image,msrp,price,brand,description,c_color,c_heel_height,c_gender,c_material
DJ21231-ADM-BF,TRUE,Efri Light Leopard Leather Sandals,https://www.styletread.com.au/efri-dj-lt-leopard-pony.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/7e78f589150546fe/original/DJ21231ADMBF_2.jpg,199.95,199.95,DJANGO & JULIETTE,Looking for elegant leather slides to get you through the sunny weather in style? Meet EFRI. This simple yet sophisticated Django & Juliette design has a contemporary appeal while remaining utterly timeless in its versatility.,LT LEOPARD,2,WOMENS,PONY
DJ21492-F39-LE,TRUE,Tiffanis Pale Gold Leather Sandals,https://www.styletread.com.au/tiffanis-dj-pale-gold-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > DRESS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > GOLD HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/4e998b86fe54a6db/original/DJ21492F39LE_2.jpg,179.95,179.95,DJANGO & JULIETTE,"These open sandals from Django & Juliette breathe new life into a classic profile. With a lightweight profile and elegant design, TIFFANIS is ideal when you're styling to impress.",PALE GOLD,3.5,WOMENS,LEATHER
MI15288-TRM-LE,TRUE,Tallulah Dark Tan Leather Sandals,https://www.styletread.com.au/tallulah-mi-dk-tan-tan-sole-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > CASUALS|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > WEDGES|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > PLATFORMS|SHOES ONLINE > WOMEN'S SHOES > WEDGES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > CASUALS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > WEDGES|SHOES ONLINE > WOMEN'S SHOES > CASUALS > WEDGES|SHOES ONLINE > BRANDS > MIDAS|SHOES ONLINE > WOMEN'S SHOES > HEELS > TAN HEELS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS & WEDGES,https://bynder.munrofg.com/m/784b33bd52058bfd/original/MI15288TRMLE_2.jpg,179.95,179.95,MIDAS,Bring easy style to your essentials with these leather sandals from Midas. TALLULAH's versatile design is an eye-catching favourite that's perfect for work and the weekend.,DK TAN-TAN SOLE,4.5,WOMENS,LEATHER
DJ21737-KE5-LE,TRUE,Fresley Almond Cafe Leather Sandals,https://www.styletread.com.au/fresley-dj-almond-cafe-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL|SHOES ONLINE > WOMEN'S SHOES > SANDALS > NUDE SANDALS,https://bynder.munrofg.com/m/71bc433ad172ce24/original/DJ21737KE5LE_2.jpg,199.95,199.95,DJANGO & JULIETTE,Bring sophistication to every occasion with these iconic leather heels from Django & Juliette. FRESLEY is a versatile summer essential that's ideal for your desk-to-dinner style.,ALMOND-CAFE,5,WOMENS,LEATHER
DJ21460-BLA-LE,TRUE,Reve Black Leather Sandals,https://www.styletread.com.au/reve-dj-black-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > DRESS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/3f528648bc66ef61/original/DJ21460BLALE_2.jpg,199.95,199.95,DJANGO & JULIETTE,Classic crossover sandals are given a glow up in this pair from Django & Juliette. REVE's square toe and hardware detailing give it a contemporary look that is still effortlessly wearable.,BLACK,2.2,WOMENS,LEATHER
DJ21246-WHI-LE,TRUE,Emmette White Leather Heels,https://www.styletread.com.au/emmette-white-leather-heels.html,SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > FLAT SHOES|SHOES ONLINE > WOMEN'S SHOES > FLATS > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > POINTS|SHOES ONLINE > WOMEN'S SHOES > HEELS > WHITE HEELS|SHOES ONLINE > WOMEN'S SHOES > LOAFERS|SHOES ONLINE > WOMEN'S SHOES > FLATS > WHITE FLATS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/41aaa6bc43fcbc49/original/DJ21246WHILE_2.jpg,189.95,189.95,DJANGO & JULIETTE,"The simple profile of these leather loafers makes them ideal for all of your important events. Able to elevate all of your everyday favourites, EMMETTE from Django & Juliette is the refined style that you won't be able to leave behind.",WHITE,3,WOMENS,LEATHER
DF14116-BV6-LE,TRUE,Bollings Black Cork Leather Sandals,https://www.styletread.com.au/bollings-df-black-cork-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DIANA FERRARI|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > BLACK HEELS,https://bynder.munrofg.com/m/1359ba193efbebdc/original/DF14116BV6LE_2.jpg,169.95,169.95,DIANA FERRARI,"Be ready for whatever your day brings in these heeled leather sandals from Diana Ferrari. A classic done right, BOLLINGS is an indispensable part of any staples wardrobe.",BLACK-CORK,7,WOMENS,LEATHER
SK11951-H81-AA,TRUE,Vertex Olive Fabric Sneakers,https://www.styletread.com.au/vertex-sk-olive-mesh.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > SKECHERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS > CASUAL|SHOES ONLINE > MEN'S SHOES > CASUALS > SNEAKERS,https://bynder.munrofg.com/m/3c43cb2ee25ec095/original/SK11951H81AA_2.jpg,169.99,169.99,SKECHERS,"These retro-inspired sneakers are designed for athletic style. Built for lightweight comfort, VERTEX is an easy classic from Skechers, perfect for morning jogs and casual weekends.",OLIVE,3,MENS,MESH
MO14323-T05-SU,TRUE,Kyrie Caramel Suede Sandals,https://www.styletread.com.au/kyrie-mo-caramel-suede.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > BRANDS > MOLLINI|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > WEDGES|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > HIGH HEELS|SHOES ONLINE > WOMEN'S SHOES > WEDGES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > WEDGES|SHOES ONLINE > WOMEN'S SHOES > HEELS > TAN HEELS|SHOES ONLINE > WOMEN'S SHOES > PLATFORMS & WEDGES,https://bynder.munrofg.com/m/33b9e927e21dd773/original/MO14323T05SU_2.jpg,199.95,199.95,MOLLINI,"Minimal but never boring, these leather thong wedges are made for maximum versatility. Styled up or down, KYRIE by Mollini turns trending style into this season's go-to essential.<div><br></div><div>This design comes in plain and patterned leathers. Due to the nature of patterned leather, each pair is unique and may differ from the style pictured.</div>",CARAMEL,8,WOMENS,SUEDE
MO14324-R14-LE,TRUE,Loe Burgundy Leather Mules,https://www.styletread.com.au/loe-mo-burgundy-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > BRANDS > MOLLINI|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > POINTED HEELS|SHOES ONLINE > WOMEN'S SHOES > MULES|SHOES ONLINE > WOMEN'S SHOES > HEELS > RED HEELS|SHOES ONLINE > WOMEN'S SHOES > DRESS,https://bynder.munrofg.com/m/5775193eaba0415/original/MO14324R14LE_2.jpg,199.95,199.95,MOLLINI,"Sleek and sophisticated, these leather mules from Mollini are undeniably chic in any ensemble. LOE's sharp style elevates your wardrobe, ready for your busy social calendar.",BURGUNDY,6.2,WOMENS,LEATHER
SU13735-SIL-HG,TRUE,Dahlias Silver Leather Sandals,https://www.styletread.com.au/dahlias-su-silver-multi.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > COMFORT|SHOES ONLINE > BRANDS > DIANA FERRARI|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > COMFORT > FLATS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > COMFORT > SANDALS,https://bynder.munrofg.com/m/c699fd9835e4c0f6/original/SU13735SILHG_2.jpg,159.95,159.95,SUPERSOFT,Bring a pop of style to your everyday outfits with these leather sandals from Supersoft. DAHLIAS is a head-turning favourite that elevates your essentials wardrobe as it supports every step.,SILVER,3.8,WOMENS,MULTI
BQ10587-DBY-LE,TRUE,Kp Timber 2 Junior Navy Leather Ankle Boots,https://www.styletread.com.au/kp-timber-ii-bq-navy-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > BRANDS > BOBUX|SHOES ONLINE > BOYS SHOES|SHOES ONLINE > BOYS SHOES > BOYS BOOTS|SHOES ONLINE > KIDS NEW ARRIVALS|SHOES ONLINE > KIDS NEW ARRIVALS > KIDS NEW ARRIVALS BOOTS|SHOES ONLINE > KIDS SHOES|SHOES ONLINE > KIDS SHOES > KIDS BOOTS|SHOES ONLINE > KIDS NEW ARRIVALS > NEW JUNIOR|SHOES ONLINE > KIDS SHOES > KIDS BOOTS > JUNIOR|SHOES ONLINE > KIDS SHOES > JUNIOR|SHOES ONLINE > KIDS SHOES > STYLE|SHOES ONLINE > KIDS SHOES > STYLE > JUNIOR|SHOES ONLINE > FEATURED BRANDS > BOBUX|SHOES ONLINE > FEATURED BRANDS > BOBUX > STAGE|SHOES ONLINE > FEATURED BRANDS > BOBUX > STAGE > KIDS+|SHOES ONLINE > FEATURED BRANDS > BOBUX > STYLE|SHOES ONLINE > FEATURED BRANDS > BOBUX > STYLE > BOOTS|SHOES ONLINE > FEATURED BRANDS > BOBUX > BOYS > BOOTS|SHOES ONLINE > FEATURED BRANDS > BOBUX > STAGE > KIDS+ > NEW|SHOES ONLINE > FEATURED BRANDS > BOBUX > STAGE > KIDS+ > BOYS|SHOES ONLINE > FEATURED BRANDS > BOBUX > NEW ARRIVALS|SHOES ONLINE > KIDS NEW ARRIVALS > BOYS|SHOES ONLINE > KIDS SHOES > BOYS|SHOES ONLINE > BRANDS > BOBUX > KID+,https://bynder.munrofg.com/m/4e3df8ce9a1a49ae/original/BQ10587DBYLE_2.jpg,110,110,BOBUX,"The TIMBER II boots are a street-smart option for cooler weather. Soft leather, padded ankle collar and adjustable strap fastenings result in a stylish but practical design for little feet. Its excellent adjustability makes TIMBER II suitable to most foot widths, while the high-top design and stitch detailing add timeless style. Suitable for active kids taking confident steps.",NAVY,0,BOYS,LEATHER
SK11944-GBP-AA,TRUE,Go Walk 8 Si Bngy Slate Mesh Fabric Sneakers,https://www.styletread.com.au/go-wk-8-si-bngy-sk-slate-mesh.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > BRANDS > SKECHERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS > ACTIVE,https://bynder.munrofg.com/m/01cf937aa19170da/original/SK11944GBPAA_2.jpg,179.99,179.99,SKECHERS,"These slip-on sneakers bring easy Skechers style to your daily walks. Lightweight and cushioned, GO WK 8-SI BNGY is an undeniable favourite for any active walker.",SLATE,3,MENS,MESH
RO10196-BLA-LE,TRUE,Cl Colle Tie Black Leather Sneakers,https://www.styletread.com.au/cl-colle-tie-ro-black-leather.html,SHOES ONLINE > MEN'S SHOES|SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > MEN'S SHOES > CASUALS|SHOES ONLINE > BRANDS > ROCKPORT|SHOES ONLINE > MEN'S SHOES > SNEAKERS|SHOES ONLINE > MEN'S SHOES > SNEAKERS > CASUAL|SHOES ONLINE > MEN'S SHOES > CASUALS > SNEAKERS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > MENS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > MENS > SNEAKERS|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > MENS > CASUAL|SHOES ONLINE > FEATURED BRANDS > ROCKPORT > SHOP ALL,https://bynder.munrofg.com/m/50e8b477c935ce8/original/RO10196BLALE_2.jpg,199.95,199.95,ROCKPORT,Refresh your summer collection with these casual leather sneakers from Rockport. CL COLLE TIE is a timeless favourite that can be dressed up or down as needed.,BLACK,2,MENS,LEATHER
DJ21492-PD7-H7,TRUE,Tiffanis Gelato Patent Leather Sandals,https://www.styletread.com.au/tiffanis-dj-gelato-patent-multi.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > BRANDS > DJANGO & JULIETTE|SHOES ONLINE > WOMEN'S SHOES > FLATS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > DRESS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > FLAT SANDALS|SHOES ONLINE > WOMEN'S SHOES > FLATS > SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > PINK HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > NEW ARRIVALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > HEELS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SANDALS|SHOES ONLINE > FEATURED BRANDS > DJANGO & JULIETTE > SHOP ALL,https://bynder.munrofg.com/m/1899f0821127303/original/DJ21492PD7H7_2.jpg,179.95,179.95,DJANGO & JULIETTE,"These open sandals from Django & Juliette breathe new life into a classic profile. With a lightweight profile and elegant design, TIFFANIS is ideal when you're styling to impress.",GELATO,3.5,WOMENS,PATENT MULTI
TO13948-D1Q-LE,TRUE,Kineta Light Denim Leather Sandals,https://www.styletread.com.au/kineta-to-lt-denim-leather.html,SHOES ONLINE > NEW ARRIVALS|SHOES ONLINE > WOMEN'S SHOES|SHOES ONLINE > WOMEN'S SHOES > HEELS|SHOES ONLINE > WOMEN'S SHOES > SANDALS|SHOES ONLINE > BRANDS > TOP END|SHOES ONLINE > WOMEN'S SHOES > HEELS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > SANDALS > HEELED SANDALS|SHOES ONLINE > WOMEN'S SHOES > HEELS > MEDIUM HEELS|SHOES ONLINE > WOMEN'S SHOES > HEELS > BLUE HEELS,https://bynder.munrofg.com/m/26e04f8c659db169/original/TO13948D1QLE_2.jpg,189.95,189.95,TOP END,These classy leather sandals are an essential in any wardrobe this season. KINETA's timeless Top End style elevates your favourite special-night ensembles.,LT DENIM,5,WOMENS,LEATHER
